,median_rent_pct_income,median_rent_pct_income_moe,zip
7562,23.1,11.8,24271
7563,-666666666.0,-222222222.0,24272
7564,26.6,4.6,24273
7565,37.5,12.5,24277
7566,28.2,4.7,24279
7567,-666666666.0,-222222222.0,24280
7568,49.8,19.1,24281
7569,-666666666.0,-222222222.0,24282
7570,23.5,8.8,24283
7571,23.5,7.6,24290
7572,28.6,14.6,24292
7573,23.4,6.8,24293
7574,28.2,5.7,24301
7575,26.2,30.5,24311
7576,38.0,18.3,24312
7577,-666666666.0,-222222222.0,24313
7578,-666666666.0,-222222222.0,24314
7579,18.1,1.5,24315
7580,-666666666.0,-222222222.0,24316
7581,15.3,9.8,24317
7582,-666666666.0,-222222222.0,24318
7583,30.6,5.4,24319
7584,-666666666.0,-222222222.0,24322
7585,-666666666.0,-222222222.0,24323
7586,12.3,2.3,24324
7587,-666666666.0,-222222222.0,24325
7588,-666666666.0,-222222222.0,24326
7589,-666666666.0,-222222222.0,24327
7590,10.2,11.0,24328
7591,19.3,6.8,24330
7592,32.1,6.1,24333
7593,21.9,11.6,24340
7594,20.5,8.1,24343
7595,16.9,3.4,24347
7596,30.9,14.5,24348
7597,-666666666.0,-222222222.0,24350
7598,43.3,17.3,24351
7599,14.6,12.3,24352
7600,28.4,2.9,24354
7601,22.8,65.4,24360
7602,20.2,7.5,24361
7603,44.5,14.9,24363
7604,-666666666.0,-222222222.0,24366
7605,24.4,31.3,24368
7606,25.7,11.2,24370
7607,-666666666.0,-222222222.0,24374
7608,16.5,3.7,24375
7609,-666666666.0,-222222222.0,24377
7610,-666666666.0,-222222222.0,24378
7611,21.2,3.0,24380
7612,43.3,20.8,24381
7613,29.3,3.3,24382
7614,28.9,3.0,24401
7615,-666666666.0,-222222222.0,24411
7616,-666666666.0,-222222222.0,24412
7617,-666666666.0,-222222222.0,24413
7618,-666666666.0,-222222222.0,24415
7619,31.7,6.6,24416
7620,16.9,2.2,24421
7621,31.6,5.2,24422
7622,25.9,3.7,24426
7623,32.3,5.5,24430
7624,-666666666.0,-222222222.0,24431
7625,-666666666.0,-222222222.0,24432
7626,-666666666.0,-222222222.0,24433
7627,-666666666.0,-222222222.0,24435
7628,-666666666.0,-222222222.0,24437
7629,42.7,20.6,24439
7630,37.9,18.3,24440
7631,24.5,8.6,24441
7632,-666666666.0,-222222222.0,24442
7633,26.3,4.2,24445
7634,38.5,9.7,24448
7635,28.3,3.3,24450
7636,-666666666.0,-222222222.0,24457
7637,-666666666.0,-222222222.0,24458
7638,-666666666.0,-222222222.0,24459
7639,21.8,1.7,24460
7640,-666666666.0,-222222222.0,24464
7641,32.0,26.0,24465
7642,14.5,27.2,24467
7643,-666666666.0,-222222222.0,24469
7644,28.5,66.7,24471
7645,35.9,16.1,24472
7646,-666666666.0,-222222222.0,24473
7647,-666666666.0,-222222222.0,24474
7648,-666666666.0,-222222222.0,24476
7649,22.1,4.4,24477
7650,42.6,15.4,24479
7651,18.9,3.2,24482
7652,-666666666.0,-222222222.0,24483
7653,26.9,11.3,24484
7654,-666666666.0,-222222222.0,24485
7655,23.8,4.8,24486
7656,-666666666.0,-222222222.0,24487
7657,33.5,4.3,24501
7658,28.3,1.6,24502
7659,31.6,6.0,24503
7660,29.9,5.5,24504
7661,-666666666.0,-222222222.0,24515
7662,19.9,16.6,24517
7663,44.2,47.6,24520
7664,28.4,5.2,24521
7665,23.7,3.1,24522
7666,25.7,4.7,24523
7667,16.5,8.4,24526
7668,19.2,4.2,24527
7669,27.9,7.1,24528
7670,21.5,3.4,24529
7671,-666666666.0,-222222222.0,24530
7672,42.4,9.9,24531
7673,24.8,37.0,24534
7674,-666666666.0,-222222222.0,24536
7675,20.5,6.7,24538
7676,-666666666.0,-222222222.0,24539
7677,28.5,2.5,24540
7678,26.5,2.7,24541
7679,24.8,11.0,24549
7680,14.8,13.5,24550
7681,28.4,5.0,24551
7682,33.9,34.5,24553
7683,32.2,1.8,24554
7684,20.4,9.2,24555
7685,22.3,9.1,24556
7686,28.3,4.4,24557
7687,30.4,10.0,24558
7688,-666666666.0,-222222222.0,24562
7689,24.4,11.1,24563
7690,9.0,-333333333.0,24565
7691,-666666666.0,-222222222.0,24566
7692,-666666666.0,-222222222.0,24569
7693,-666666666.0,-222222222.0,24570
7694,14.8,81.8,24571
7695,27.6,3.9,24572
7696,17.7,4.1,24574
7697,51.0,-333333333.0,24577
7698,42.7,32.9,24578
7699,27.5,0.5,24579
7700,12.9,0.8,24580
7701,-666666666.0,-222222222.0,24581
7702,36.0,24.0,24586
7703,21.9,15.1,24588
7704,18.3,4.4,24589
7705,28.4,11.6,24590
7706,28.8,5.0,24592
7707,9.0,-333333333.0,24593
7708,51.0,-333333333.0,24594
7709,15.1,14.8,24595
7710,-666666666.0,-222222222.0,24597
7711,30.8,8.4,24598
7712,-666666666.0,-222222222.0,24599
7713,-666666666.0,-222222222.0,24601
7714,-666666666.0,-222222222.0,24602
7715,-666666666.0,-222222222.0,24603
7716,-666666666.0,-222222222.0,24604
7717,28.9,3.9,24605
7718,-666666666.0,-222222222.0,24606
7719,-666666666.0,-222222222.0,24607
7720,25.2,5.3,24609
7721,-666666666.0,-222222222.0,24612
7722,-666666666.0,-222222222.0,24613
7723,51.0,-333333333.0,24614
7724,-666666666.0,-222222222.0,24620
7725,-666666666.0,-222222222.0,24622
7726,25.6,16.8,24630
7727,14.7,56.5,24631
7728,-666666666.0,-222222222.0,24634
7729,13.0,1.1,24635
7730,27.9,10.0,24637
7731,18.3,26.6,24639
7732,32.4,7.9,24641
7733,-666666666.0,-222222222.0,24646
7734,33.5,9.1,24649
7735,28.0,5.2,24651
7736,51.0,-333333333.0,24656
7737,-666666666.0,-222222222.0,24657
7738,27.3,3.5,24701
7739,38.5,31.1,24712
7740,-666666666.0,-222222222.0,24714
7741,-666666666.0,-222222222.0,24715
7742,-666666666.0,-222222222.0,24716
7743,-666666666.0,-222222222.0,24719
7744,-666666666.0,-222222222.0,24724
7745,-666666666.0,-222222222.0,24726
7746,-666666666.0,-222222222.0,24729
7747,26.1,21.6,24731
7748,-666666666.0,-222222222.0,24733
7749,-666666666.0,-222222222.0,24736
7750,22.8,6.9,24737
7751,-666666666.0,-222222222.0,24738
7752,31.2,4.2,24739
7753,33.4,3.9,24740
7754,23.5,35.0,24747
7755,39.3,14.5,24801
7756,-666666666.0,-222222222.0,24808
7757,-666666666.0,-222222222.0,24811
7758,-666666666.0,-222222222.0,24813
7759,-666666666.0,-222222222.0,24815
7760,-666666666.0,-222222222.0,24816
7761,51.0,-333333333.0,24817
7762,-666666666.0,-222222222.0,24818
7763,-666666666.0,-222222222.0,24822
7764,-666666666.0,-222222222.0,24823
7765,-666666666.0,-222222222.0,24826
7766,-666666666.0,-222222222.0,24827
7767,-666666666.0,-222222222.0,24828
7768,-666666666.0,-222222222.0,24830
7769,-666666666.0,-222222222.0,24831
7770,-666666666.0,-222222222.0,24834
7771,-666666666.0,-222222222.0,24836
7772,-666666666.0,-222222222.0,24839
7773,-666666666.0,-222222222.0,24843
7774,-666666666.0,-222222222.0,24844
7775,-666666666.0,-222222222.0,24845
7776,-666666666.0,-222222222.0,24846
7777,-666666666.0,-222222222.0,24847
7778,-666666666.0,-222222222.0,24848
7779,-666666666.0,-222222222.0,24849
7780,-666666666.0,-222222222.0,24850
7781,-666666666.0,-222222222.0,24851
7782,51.0,-333333333.0,24853
7783,-666666666.0,-222222222.0,24854
7784,-666666666.0,-222222222.0,24855
7785,-666666666.0,-222222222.0,24857
7786,-666666666.0,-222222222.0,24860
7787,-666666666.0,-222222222.0,24861
7788,23.0,40.7,24862
7789,-666666666.0,-222222222.0,24866
7790,-666666666.0,-222222222.0,24867
7791,43.8,8.5,24868
7792,-666666666.0,-222222222.0,24869
7793,34.9,31.9,24870
7794,-666666666.0,-222222222.0,24871
7795,-666666666.0,-222222222.0,24872
7796,-666666666.0,-222222222.0,24873
7797,24.7,9.1,24874
7798,-666666666.0,-222222222.0,24878
7799,-666666666.0,-222222222.0,24879
7800,-666666666.0,-222222222.0,24880
7801,-666666666.0,-222222222.0,24881
7802,-666666666.0,-222222222.0,24882
7803,-666666666.0,-222222222.0,24884
7804,-666666666.0,-222222222.0,24887
7805,-666666666.0,-222222222.0,24888
7806,25.5,11.5,24892
7807,-666666666.0,-222222222.0,24894
7808,-666666666.0,-222222222.0,24895
7809,-666666666.0,-222222222.0,24898
7810,34.7,13.0,24901
7811,40.2,19.5,24910
7812,11.7,1.8,24915
7813,-666666666.0,-222222222.0,24916
7814,9.0,-333333333.0,24918
7815,-666666666.0,-222222222.0,24920
7816,-666666666.0,-222222222.0,24924
7817,-666666666.0,-222222222.0,24925
7818,-666666666.0,-222222222.0,24927
7819,27.9,8.1,24931
7820,-666666666.0,-222222222.0,24934
7821,-666666666.0,-222222222.0,24935
7822,-666666666.0,-222222222.0,24938
7823,13.8,29.5,24941
7824,-666666666.0,-222222222.0,24943
7825,-666666666.0,-222222222.0,24944
7826,-666666666.0,-222222222.0,24945
7827,-666666666.0,-222222222.0,24946
7828,-666666666.0,-222222222.0,24951
7829,51.0,-333333333.0,24954
7830,-666666666.0,-222222222.0,24957
7831,-666666666.0,-222222222.0,24962
7832,41.6,16.9,24963
7833,9.0,-333333333.0,24966
7834,31.5,4.4,24970
7835,-666666666.0,-222222222.0,24974
7836,42.8,45.0,24976
7837,-666666666.0,-222222222.0,24977
7838,-666666666.0,-222222222.0,24981
7839,26.6,13.3,24983
7840,-666666666.0,-222222222.0,24984
7841,-666666666.0,-222222222.0,24985
7842,25.8,8.5,24986
7843,-666666666.0,-222222222.0,24991
7844,-666666666.0,-222222222.0,24993
7845,-666666666.0,-222222222.0,25002
7846,13.9,3.3,25003
7847,-666666666.0,-222222222.0,25005
7848,-666666666.0,-222222222.0,25007
7849,-666666666.0,-222222222.0,25008
7850,-666666666.0,-222222222.0,25009
7851,29.8,4.3,25011
7852,20.9,2.2,25015
7853,-666666666.0,-222222222.0,25019
7854,-666666666.0,-222222222.0,25021
7855,-666666666.0,-222222222.0,25022
7856,-666666666.0,-222222222.0,25024
7857,-666666666.0,-222222222.0,25025
7858,-666666666.0,-222222222.0,25028
7859,-666666666.0,-222222222.0,25030
7860,28.3,26.1,25031
7861,22.6,1.9,25033
7862,26.7,16.2,25035
7863,-666666666.0,-222222222.0,25036
7864,24.7,4.1,25039
7865,-666666666.0,-222222222.0,25040
7866,51.0,-333333333.0,25043
7867,-666666666.0,-222222222.0,25044
7868,51.0,-333333333.0,25045
7869,-666666666.0,-222222222.0,25047
7870,28.7,12.1,25048
7871,-666666666.0,-222222222.0,25049
7872,-666666666.0,-222222222.0,25051
7873,37.5,10.4,25053
7874,-666666666.0,-222222222.0,25054
7875,-666666666.0,-222222222.0,25057
7876,-666666666.0,-222222222.0,25059
7877,-666666666.0,-222222222.0,25060
7878,-666666666.0,-222222222.0,25061
7879,-666666666.0,-222222222.0,25062
7880,-666666666.0,-222222222.0,25063
7881,27.6,3.7,25064
7882,51.0,-333333333.0,25067
7883,26.4,14.6,25070
7884,29.6,8.3,25071
7885,-666666666.0,-222222222.0,25075
7886,-666666666.0,-222222222.0,25076
7887,-666666666.0,-222222222.0,25081
7888,-666666666.0,-222222222.0,25082
7889,-666666666.0,-222222222.0,25083
7890,-666666666.0,-222222222.0,25085
7891,19.1,41.6,25086
7892,-666666666.0,-222222222.0,25088
7893,-666666666.0,-222222222.0,25090
7894,-666666666.0,-222222222.0,25093
7895,-666666666.0,-222222222.0,25102
7896,-666666666.0,-222222222.0,25103
7897,51.0,-333333333.0,25106
7898,29.8,29.0,25107
7899,-666666666.0,-222222222.0,25108
7900,-666666666.0,-222222222.0,25109
7901,-666666666.0,-222222222.0,25110
7902,-666666666.0,-222222222.0,25111
7903,-666666666.0,-222222222.0,25112
7904,-666666666.0,-222222222.0,25113
7905,-666666666.0,-222222222.0,25114
7906,-666666666.0,-222222222.0,25115
7907,-666666666.0,-222222222.0,25118
7908,-666666666.0,-222222222.0,25119
7909,-666666666.0,-222222222.0,25121
7910,24.0,13.1,25123
7911,-666666666.0,-222222222.0,25124
7912,-666666666.0,-222222222.0,25125
7913,-666666666.0,-222222222.0,25126
7914,23.5,14.1,25130
7915,-666666666.0,-222222222.0,25132
7916,-666666666.0,-222222222.0,25133
7917,-666666666.0,-222222222.0,25134
7918,36.9,4.4,25136
7919,-666666666.0,-222222222.0,25139
7920,-666666666.0,-222222222.0,25140
7921,-666666666.0,-222222222.0,25141
7922,-666666666.0,-222222222.0,25142
7923,28.5,6.5,25143
7924,-666666666.0,-222222222.0,25148
7925,-666666666.0,-222222222.0,25149
7926,-666666666.0,-222222222.0,25152
7927,-666666666.0,-222222222.0,25154
7928,-666666666.0,-222222222.0,25156
7929,51.0,-333333333.0,25159
7930,-666666666.0,-222222222.0,25160
7931,-666666666.0,-222222222.0,25161
7932,23.2,3.3,25162
7933,-666666666.0,-222222222.0,25164
7934,-666666666.0,-222222222.0,25165
7935,-666666666.0,-222222222.0,25168
7936,48.5,58.9,25169
7937,-666666666.0,-222222222.0,25173
7938,-666666666.0,-222222222.0,25174
7939,33.4,4.1,25177
7940,-666666666.0,-222222222.0,25180
7941,25.9,12.2,25181
7942,-666666666.0,-222222222.0,25183
7943,-666666666.0,-222222222.0,25185
7944,49.7,24.0,25186
7945,-666666666.0,-222222222.0,25187
7946,9.0,-333333333.0,25193
7947,-666666666.0,-222222222.0,25201
7948,-666666666.0,-222222222.0,25202
7949,-666666666.0,-222222222.0,25203
7950,-666666666.0,-222222222.0,25204
7951,-666666666.0,-222222222.0,25205
7952,-666666666.0,-222222222.0,25206
7953,-666666666.0,-222222222.0,25208
7954,22.1,10.7,25209
7955,-666666666.0,-222222222.0,25211
7956,27.2,14.1,25213
7957,-666666666.0,-222222222.0,25214
7958,-666666666.0,-222222222.0,25231
7959,-666666666.0,-222222222.0,25234
7960,-666666666.0,-222222222.0,25235
7961,36.6,12.8,25239
7962,17.7,10.4,25241
7963,-666666666.0,-222222222.0,25243
7964,-666666666.0,-222222222.0,25244
7965,-666666666.0,-222222222.0,25245
7966,-666666666.0,-222222222.0,25247
7967,17.3,0.7,25248
7968,-666666666.0,-222222222.0,25251
7969,-666666666.0,-222222222.0,25252
7970,-666666666.0,-222222222.0,25253
7971,23.6,37.4,25259
7972,23.1,6.7,25260
7973,-666666666.0,-222222222.0,25261
7974,-666666666.0,-222222222.0,25262
7975,-666666666.0,-222222222.0,25264
7976,51.0,-333333333.0,25265
7977,-666666666.0,-222222222.0,25266
7978,9.0,-333333333.0,25267
7979,-666666666.0,-222222222.0,25268
7980,27.3,0.5,25270
7981,34.5,13.8,25271
7982,-666666666.0,-222222222.0,25275
7983,38.5,4.9,25276
7984,33.9,5.8,25285
7985,-666666666.0,-222222222.0,25286
7986,-666666666.0,-222222222.0,25287
7987,28.6,5.3,25301
7988,33.6,4.3,25302
7989,34.2,9.2,25303
7990,27.0,3.4,25304
7991,-666666666.0,-222222222.0,25305
7992,22.3,4.1,25306
7993,28.1,6.2,25309
7994,21.0,3.7,25311
7995,26.8,7.3,25312
7996,28.2,5.0,25313
7997,20.5,6.3,25314
7998,29.9,7.4,25315
7999,46.0,14.3,25320
8000,30.7,8.9,25387
8001,32.8,3.0,25401
8002,28.9,10.6,25403
8003,30.4,2.6,25404
8004,23.2,10.3,25405
8005,27.7,2.4,25411
8006,35.7,12.6,25413
8007,24.9,2.4,25414
8008,19.9,6.1,25419
8009,26.9,29.5,25420
8010,-666666666.0,-222222222.0,25421
8011,-666666666.0,-222222222.0,25422
8012,30.2,4.9,25425
8013,23.0,4.7,25427
8014,21.7,7.7,25428
8015,26.7,12.7,25430
8016,-666666666.0,-222222222.0,25431
8017,-666666666.0,-222222222.0,25432
8018,17.3,1.3,25434
8019,-666666666.0,-222222222.0,25437
8020,30.0,4.7,25438
8021,51.0,-333333333.0,25442
8022,24.2,7.8,25443
8023,-666666666.0,-222222222.0,25444
8024,-666666666.0,-222222222.0,25446
8025,-666666666.0,-222222222.0,25501
8026,-666666666.0,-222222222.0,25502
8027,-666666666.0,-222222222.0,25503
8028,28.2,8.9,25504
8029,-666666666.0,-222222222.0,25505
8030,35.7,13.0,25506
8031,33.0,6.4,25507
8032,23.5,6.4,25508
8033,19.8,4.5,25510
8034,-666666666.0,-222222222.0,25511
8035,51.0,-333333333.0,25512
8036,21.1,6.2,25514
8037,-666666666.0,-222222222.0,25515
8038,51.0,-333333333.0,25517
8039,-666666666.0,-222222222.0,25520
8040,-666666666.0,-222222222.0,25521
8041,20.9,4.1,25523
8042,-666666666.0,-222222222.0,25524
8043,22.7,2.4,25526
8044,27.0,10.1,25529
8045,23.7,6.0,25530
8046,-666666666.0,-222222222.0,25534
8047,-666666666.0,-222222222.0,25535
8048,51.0,-333333333.0,25537
8049,-666666666.0,-222222222.0,25540
8050,30.2,10.4,25541
8051,-666666666.0,-222222222.0,25544
8052,20.7,7.7,25545
8053,-666666666.0,-222222222.0,25547
8054,19.8,11.6,25550
8055,9.0,-333333333.0,25555
8056,-666666666.0,-222222222.0,25557
8057,-666666666.0,-222222222.0,25559
8058,33.0,14.2,25560
8059,-666666666.0,-222222222.0,25564
8060,-666666666.0,-222222222.0,25565
8061,-666666666.0,-222222222.0,25567
8062,40.7,23.0,25570
8063,17.5,2.6,25571
8064,-666666666.0,-222222222.0,25573
8065,25.3,12.0,25601
8066,43.1,21.3,25606
8067,41.5,7.1,25607
8068,-666666666.0,-222222222.0,25608
8069,-666666666.0,-222222222.0,25611
8070,-666666666.0,-222222222.0,25612
8071,-666666666.0,-222222222.0,25617
8072,15.0,10.2,25621
8073,-666666666.0,-222222222.0,25624
8074,-666666666.0,-222222222.0,25625
8075,-666666666.0,-222222222.0,25628
8076,-666666666.0,-222222222.0,25630
8077,-666666666.0,-222222222.0,25632
8078,-666666666.0,-222222222.0,25634
8079,22.3,5.0,25635
8080,43.8,38.3,25637
8081,-666666666.0,-222222222.0,25638
8082,-666666666.0,-222222222.0,25639
8083,-666666666.0,-222222222.0,25644
8084,32.7,36.2,25646
8085,-666666666.0,-222222222.0,25647
8086,50.0,27.2,25649
8087,-666666666.0,-222222222.0,25650
8088,-666666666.0,-222222222.0,25651
8089,-666666666.0,-222222222.0,25652
8090,-666666666.0,-222222222.0,25653
8091,-666666666.0,-222222222.0,25654
8092,30.6,9.4,25661
8093,-666666666.0,-222222222.0,25666
8094,51.0,-333333333.0,25667
8095,-666666666.0,-222222222.0,25669
8096,19.8,72.4,25670
8097,9.0,-333333333.0,25671
8098,-666666666.0,-222222222.0,25672
8099,11.9,46.7,25674
8100,-666666666.0,-222222222.0,25676
8101,21.1,16.3,25678
8102,-666666666.0,-222222222.0,25685
8103,-666666666.0,-222222222.0,25688
8104,-666666666.0,-222222222.0,25690
8105,34.4,27.4,25692
8106,11.8,9.0,25696
8107,-666666666.0,-222222222.0,25699
8108,34.4,3.2,25701
8109,35.5,4.6,25702
8110,51.0,-333333333.0,25703
8111,28.9,6.9,25704
8112,28.9,4.5,25705
8113,-666666666.0,-222222222.0,25755
8114,31.6,4.8,25801
8115,-666666666.0,-222222222.0,25810
8116,-666666666.0,-222222222.0,25811
8117,45.4,26.6,25812
8118,37.6,42.4,25813
8119,-666666666.0,-222222222.0,25817
8120,-666666666.0,-222222222.0,25818
8121,-666666666.0,-222222222.0,25820
8122,-666666666.0,-222222222.0,25823
8123,21.5,11.9,25825
8124,-666666666.0,-222222222.0,25826
8125,-666666666.0,-222222222.0,25827
8126,-666666666.0,-222222222.0,25831
8127,36.7,6.3,25832
8128,-666666666.0,-222222222.0,25836
8129,-666666666.0,-222222222.0,25837
8130,-666666666.0,-222222222.0,25839
8131,31.7,3.8,25840
8132,-666666666.0,-222222222.0,25841
8133,26.8,6.4,25843
8134,-666666666.0,-222222222.0,25844
8135,-666666666.0,-222222222.0,25845
8136,-666666666.0,-222222222.0,25846
8137,-666666666.0,-222222222.0,25848
8138,-666666666.0,-222222222.0,25849
8139,-666666666.0,-222222222.0,25851
8140,-666666666.0,-222222222.0,25853
8141,-666666666.0,-222222222.0,25854
8142,-666666666.0,-222222222.0,25855
8143,-666666666.0,-222222222.0,25857
8144,-666666666.0,-222222222.0,25862
8145,-666666666.0,-222222222.0,25864
8146,32.5,11.1,25865
8147,-666666666.0,-222222222.0,25866
8148,-666666666.0,-222222222.0,25868
8149,-666666666.0,-222222222.0,25870
8150,47.8,20.6,25871
8151,-666666666.0,-222222222.0,25873
8152,-666666666.0,-222222222.0,25875
8153,-666666666.0,-222222222.0,25876
8154,-666666666.0,-222222222.0,25878
8155,-666666666.0,-222222222.0,25879
8156,30.7,6.6,25880
8157,51.0,-333333333.0,25882
8158,32.8,7.1,25901
8159,-666666666.0,-222222222.0,25902
8160,-666666666.0,-222222222.0,25904
8161,-666666666.0,-222222222.0,25907
8162,-666666666.0,-222222222.0,25908
8163,-666666666.0,-222222222.0,25909
8164,-666666666.0,-222222222.0,25911
8165,-666666666.0,-222222222.0,25913
8166,-666666666.0,-222222222.0,25915
8167,-666666666.0,-222222222.0,25916
8168,-666666666.0,-222222222.0,25917
8169,28.4,35.0,25918
8170,-666666666.0,-222222222.0,25920
8171,32.5,18.1,25921
8172,-666666666.0,-222222222.0,25922
8173,-666666666.0,-222222222.0,25928
8174,-666666666.0,-222222222.0,25932
8175,-666666666.0,-222222222.0,25936
8176,-666666666.0,-222222222.0,25938
8177,-666666666.0,-222222222.0,25942
8178,-666666666.0,-222222222.0,25943
8179,41.4,16.3,25951
8180,-666666666.0,-222222222.0,25958
8181,35.8,19.4,25962
8182,-666666666.0,-222222222.0,25966
8183,-666666666.0,-222222222.0,25969
8184,-666666666.0,-222222222.0,25971
8185,-666666666.0,-222222222.0,25972
8186,37.5,1.3,25976
8187,-666666666.0,-222222222.0,25977
8188,-666666666.0,-222222222.0,25978
8189,-666666666.0,-222222222.0,25979
8190,18.3,4.0,25981
8191,51.0,-333333333.0,25984
8192,-666666666.0,-222222222.0,25985
8193,-666666666.0,-222222222.0,25986
8194,-666666666.0,-222222222.0,25989
8195,33.5,2.7,26003
8196,20.5,10.9,26030
8197,26.7,2.6,26031
8198,23.8,29.8,26032
8199,37.5,13.2,26033
8200,27.2,9.5,26034
8201,-666666666.0,-222222222.0,26035
8202,-666666666.0,-222222222.0,26036
8203,19.3,2.7,26037
8204,25.9,5.1,26038
8205,51.0,-333333333.0,26039
8206,33.8,15.4,26040
8207,35.5,14.3,26041
8208,41.1,17.0,26047
8209,19.9,38.8,26050
8210,30.3,23.4,26055
8211,-666666666.0,-222222222.0,26056
8212,-666666666.0,-222222222.0,26058
8213,23.0,9.0,26059
8214,51.0,-333333333.0,26060
8215,29.0,5.5,26062
8216,22.5,7.8,26070
8217,23.3,5.1,26074
8218,51.0,-333333333.0,26075
8219,31.3,2.3,26101
8220,27.9,2.8,26104
8221,31.6,6.3,26105
8222,12.3,5.8,26133
8223,32.3,10.7,26134
8224,-666666666.0,-222222222.0,26136
8225,-666666666.0,-222222222.0,26137
8226,-666666666.0,-222222222.0,26138
8227,38.1,22.3,26141
8228,17.7,20.0,26142
8229,31.6,2.9,26143
8230,40.0,54.2,26146
8231,21.4,5.9,26147
8232,-666666666.0,-222222222.0,26148
8233,28.3,16.5,26149
8234,24.7,8.5,26150
8235,-666666666.0,-222222222.0,26151
8236,-666666666.0,-222222222.0,26152
8237,25.2,4.8,26155
8238,19.4,9.2,26159
8239,-666666666.0,-222222222.0,26160
8240,-666666666.0,-222222222.0,26161
8241,-666666666.0,-222222222.0,26162
8242,38.0,24.2,26164
8243,-666666666.0,-222222222.0,26167
8244,-666666666.0,-222222222.0,26169
8245,26.8,4.4,26170
8246,31.3,7.6,26175
8247,-666666666.0,-222222222.0,26178
8248,17.4,1.3,26180
8249,21.9,13.0,26181
8250,12.9,15.4,26184
8251,32.6,7.5,26187
8252,29.3,3.8,26201
8253,-666666666.0,-222222222.0,26202
8254,-666666666.0,-222222222.0,26203
8255,26.9,1.8,26205
8256,36.5,10.8,26206
8257,17.5,52.0,26208
8258,-666666666.0,-222222222.0,26209
8259,-666666666.0,-222222222.0,26210
8260,-666666666.0,-222222222.0,26215
8261,-666666666.0,-222222222.0,26217
8262,13.6,4.7,26218
8263,-666666666.0,-222222222.0,26222
8264,-666666666.0,-222222222.0,26224
8265,-666666666.0,-222222222.0,26228
8266,-666666666.0,-222222222.0,26230
8267,-666666666.0,-222222222.0,26234
8268,-666666666.0,-222222222.0,26236
8269,-666666666.0,-222222222.0,26237
8270,-666666666.0,-222222222.0,26238
8271,29.5,3.4,26241
8272,27.7,5.4,26250
8273,24.5,8.3,26253
8274,-666666666.0,-222222222.0,26254
8275,-666666666.0,-222222222.0,26257
8276,-666666666.0,-222222222.0,26259
8277,37.4,8.8,26260
8278,51.0,-333333333.0,26261
8279,-666666666.0,-222222222.0,26263
8280,9.0,-333333333.0,26264
8281,-666666666.0,-222222222.0,26266
8282,-666666666.0,-222222222.0,26267
8283,-666666666.0,-222222222.0,26268
8284,14.2,9.4,26269
8285,23.1,3.4,26270
8286,18.3,7.5,26271
8287,51.0,-333333333.0,26273
8288,41.3,43.3,26275
8289,-666666666.0,-222222222.0,26276
8290,-666666666.0,-222222222.0,26278
8291,27.8,2.1,26280
8292,-666666666.0,-222222222.0,26282
8293,12.2,29.9,26283
8294,-666666666.0,-222222222.0,26285
8295,31.6,12.8,26287
8296,51.0,-333333333.0,26288
8297,-666666666.0,-222222222.0,26289
8298,-666666666.0,-222222222.0,26291
8299,17.7,1.0,26292
8300,-666666666.0,-222222222.0,26293
8301,-666666666.0,-222222222.0,26294
8302,-666666666.0,-222222222.0,26296
8303,-666666666.0,-222222222.0,26298
8304,31.3,2.1,26301
8305,-666666666.0,-222222222.0,26320
8306,-666666666.0,-222222222.0,26321
8307,51.0,-333333333.0,26323
8308,51.0,-333333333.0,26325
8309,-666666666.0,-222222222.0,26327
8310,27.0,3.1,26330
8311,19.1,4.9,26335
8312,32.5,59.1,26337
8313,-666666666.0,-222222222.0,26338
8314,-666666666.0,-222222222.0,26339
8315,-666666666.0,-222222222.0,26342
8316,-666666666.0,-222222222.0,26343
8317,22.5,16.4,26346
8318,39.6,12.5,26347
8319,-666666666.0,-222222222.0,26348
8320,-666666666.0,-222222222.0,26349
8321,23.8,4.4,26351
8322,28.4,4.4,26354
8323,-666666666.0,-222222222.0,26361
8324,35.6,11.2,26362
8325,-666666666.0,-222222222.0,26366
8326,-666666666.0,-222222222.0,26369
8327,-666666666.0,-222222222.0,26372
8328,9.0,-333333333.0,26374
8329,-666666666.0,-222222222.0,26376
8330,-666666666.0,-222222222.0,26377
8331,17.0,8.1,26378
8332,-666666666.0,-222222222.0,26384
8333,14.1,21.8,26385
8334,51.0,-333333333.0,26386
8335,-666666666.0,-222222222.0,26404
8336,-666666666.0,-222222222.0,26405
8337,-666666666.0,-222222222.0,26408
8338,51.0,-333333333.0,26410
8339,26.2,5.7,26411
8340,-666666666.0,-222222222.0,26412
8341,23.5,16.8,26415
8342,23.3,4.6,26416
8343,26.5,16.0,26419
8344,-666666666.0,-222222222.0,26421
8345,-666666666.0,-222222222.0,26422
8346,-666666666.0,-222222222.0,26424
8347,23.2,6.6,26425
8348,25.1,3.9,26426
8349,21.4,8.7,26430
8350,32.8,7.9,26431
8351,-666666666.0,-222222222.0,26435
8352,-666666666.0,-222222222.0,26436
8353,51.0,-333333333.0,26437
8354,-666666666.0,-222222222.0,26438
8355,-666666666.0,-222222222.0,26440
8356,-666666666.0,-222222222.0,26443
8357,27.7,3.7,26444
8358,13.0,9.9,26447
8359,-666666666.0,-222222222.0,26448
8360,51.0,-333333333.0,26451
8361,27.6,7.0,26452
8362,29.0,12.3,26456
8363,-666666666.0,-222222222.0,26463
